id,description,country,state,city,street,zipCode,geoCoordinate,active
256874809,Ribeirão Preto,,,,,,,true
256874765,Chapecó,,,,,,,true
256874785,Londrina,,,,,,,true
256874798,Goiânia,,,,,,,true
260747729,Porto Alegre,,,,,,,true
256874754,Brasília,,,,,,,true
